Date	Start time	Leadtext	name	org name	episode nr	Season number	Widescreen (16:9)	Duration (minutes)	Parental rating	B-line	Country of Origin	Production Year	Genre	Synopsis this episode	Synopsis	Cast	Director	Rerun	Unique ID	Last episode this season	HD	House number	Event number	Signing available	Audio description available	Media ID	RMS ID	Whats'On Product Code	Catch-up Days	Preview Days
	12:55		Roma'nın İçindeki Görünmeyen Şehir	Rome's Invisible City	0	0	TRUE	65			United Kingdom	2015	Belgesel/ Tarih		Roma sokaklarının derinliklerine erişim desteğiyle, Dr. Michael Scott şehrin ve bu şehri yaratarak içinde yaşayan olağanüstü insanların hikayesini ortaya çıkarmak için bir uzman ekibe liderlik ediyor.			FALSE		false	TRUE	50015385	31834781	FALSE	FALSE					
	14:00		Naziler'in Gizemli Cinayetleri	Nazi Murder Mysteries	1	1	TRUE	55		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Hitler'in Yeğeni. Hitler'in yeğeni Geli Raubal'ın ölümüne yönelik hızlı bir soruşturma, intihar ettiği sonucuna ulaşır. İntihar mı etti, yoksa Hitler'in ezici duygularının trajik kurbanı mı oldu?	Korkunç Nazi cinayet vakalarına göz atıyoruz. Uzman röportajları ve dramatik canlandırmaları bir araya getiren her bölüm, bildiğinizi düşündüğünüz tarihin belli bir dönemine farklı bir yerden bakıyor.			FALSE		false	FALSE	50009214	31834782	FALSE	FALSE					
	14:55		Kaleler - Gücün Koruyucuları	Castles - Bastions of Power	1	1	TRUE	70		Almanya, iki bölümlük belgesel, 2019	Germany	2019	Belgesel/ Tarih	Avrupa Kalelerinin Duvarları Ardındaki Yaşam. Kaleler gücün koruyucularıydılar, ancak duvarlarının ardında nasıl bir yaşam vardı? Basit ahşap istihkamlardan en gösterişli müstahkem ve rezidanlara gelişimlerini takip ediyoruz.	Orta Çağı hiçbir şey kaleler gibi temsil edemez; bu kaleler ekonomi merkezleri, güçlendirilmiş evler ve sayısız çatışma sahalarıydılar. Bu güç koruyucularının duvarlarının ardında nasıl bir yaşam vardı ?		Martin Becker, Sabine Bier	FALSE		false	TRUE	51007395	31834783	FALSE	FALSE					
	16:05		Azteklerin Kayıp Piramitleri	Lost Pyramids of the Aztecs	2	1	TRUE	60		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Gezi	102. Arkeologlar, Mexico City'nin dışındaki bir yamaçta gömülü 100'den fazla antik iskeletin keşfini araştırıyor ve bir Aztek piramidinin kopyasını inşa etmek için deneylerini tamamlamayı başarıyor.	Bilgisayar görüntülemes ile yeni kazılara benzersiz erişim ve öncü bir deney kullanarak, arkeologlar Azteklerin kim olduklarını ve olağanüstü imparatorluklarını nasıl inşa ettiklerini bulmak için her zamankinden daha derine iniyorlar.			FALSE		true	TRUE	51011861	31834784	FALSE	FALSE					
	17:05		Nazi Savaş Makinesinin Sırları	Secrets of the Nazi War Machine	3	1	TRUE	60		Birleşik Krallık, realite dizisi, 2019	United Kingdom	2019	Belgesel/ Tarih/ Savaş	Denizaltılar. James Holland, denizaltı filosunu keşfediyor - tek kişilik topidolardan XXI Tipine - ve Hitler'in deniz savaşlarını anlama konusundaki başarısızlığının İkinci Dünya Savaşının neticesinde nasıl anahtar bir rol oynadığını ortaya çıkarıyor.	James Holland, Almanya'nın İkinci Dünya Savaşı sırasındaki savaş halini incelerr: hava, kara, deniz ve silahlar. Mühendisler ve ustalara, James'e, gezegin gördüğü en büyük savaş makinelerinden bazılarının restore edilmesinde yardımcı olacaktır.	James Holland	Ruth Mulcahy	FALSE		false	TRUE	51010853	31834785	FALSE	FALSE					
	18:05		II. Dünya Savaşı: Zafere Yarış	WWII: Race To Victory	2	1	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Savaş	Kötü Bir İttifak. 7 Aralık 1941: Hawaii'deki Pearl Harbor'daki ABD deniz üssü, dört Amerikan savaş gemisini batıran, 188 uçağı yok eden ve 2.000'den fazla Amerikalıyı öldüren 350 Japon uçağı tarafından saldırıya uğrar.	İngiltere, Amerika Birleşik Devletleri ve Sovyetler Birliği arasındaki merkezi ittifak nasıl ve neden kuruldu? Bu müttefikler arasında zafere yarış ve savaş sonrası üstünlük mücadelesinin nasıl devam ettiğini gösteriyoruz.			FALSE		false	TRUE	51012088	31834786	FALSE	FALSE					
	19:00		Savaş Alanları	Battlefields	8	1	TRUE	65		Fransa, belgesel dizisi, 2019	France	2018	Belgesel/ Tarih	Provence Çıkarması. Overlord Operasyonu'yla aynı gün gerçekleşmesi planlanan 15 Ağustos 1944'teki Provence Çıkarması, Müttefiklerin Avrupa'yı tekrar ele geçirme girişimlerinden daha önemsiz değildir.	Bir savaşta yaşanan zafer ya da yenilginin nedenleri gizemli ve tartışmalıdır, bu dizi yirminci yüzyılın büyük çatışması etrafındaki gizemi örten perdeyi aralıyor.			FALSE		false	FALSE	50015453	31798767	FALSE	FALSE					
	20:05		Müze Gizemleri	Museum Secrets	3	3	TRUE	55		Birleşik Krallık, belgesel dizisi, 2013	United Kingdom	2013		Madrid, Palacio Real'in içinde. Hem müze hemde İspanya kraliyet ailesinin resmi sarayı olan Palacio Real, bir zamanlar İspanya'nın krallarının ve kraliçelerinin özel mülkiyetinde olan zırhları, sanat eserlerini ve hazineleri bünyesinde barındırır.	Yeri doldurulamaz hazinelerin hikayelerini ortaya koyarak, benzer efsaneleri inceleyerek ve bilinmezleri araştırmak için en son araştırma teknikleri ve teknolojileri kullanarak, sıradışı müzeleri ziyaret ediyoruz.			FALSE		false	FALSE	51007061	31798768	FALSE	FALSE					
	21:00		Ön Cepheler	WWII: Frontlines	5	1	TRUE	65		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Savaş	112. Tepe. Haziran-Temmuz 1944: D-Gününden üç hafta sonra Müttefiklerin ilerleyişi durmuştur; 112 numaralı Tepenin etrafındaki tarlalar Nazilerin daha fazla savaşamayacağı acımasız bir yıpratma harbinin başlangıcı olur.	Kuzey Afrika'dan Kuzey Avrupa'ya ve Akdeniz'den Pasifik'e II. Dünya Savaşında ön cephede savaşan askerlerin maruz kaldıkları koşulların devasa çeşitliliğini inceliyoruz.			FALSE		false	FALSE	51010558	31798769	FALSE	FALSE					
	22:05		Mısır'ın Açıklanmamış Vakaları	Egypt's Unexplained Files	6	1	TRUE	55		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Mısır Dehası. Tıptan mühendisliğe, antik Mısır'ın devrimci atılımlarının arkasındaki beyin gücünü araştırıyoruz. Mısır kültürünün dehasıyla modern dünyayı biçimlendirdiğini ortaya çıkartıyoruz.	Eski Mısır, 3000 yıllık tarihi olan, dünyanın en büyük medeniyetlerinden biridir. Mısır'ın en kalıcı gizemlerinden bazılarını çözmek için teknolojinin en son mucizelerini derinlemesine araştırıyoruz.			FALSE		false	TRUE	50014525	31798770	FALSE	FALSE					
	23:00	PREMIERE	Büyük Savaş Günlükleri	Great War Diaries	2	1	TRUE	65		Almanya, belgesel dizisi, 2014	Germany	2014	Belgesel/ Tarih/ Savaş	Şiddetli Hücum. Bir Avrupa çatışması, bir dünya savaşına dönüştü; Yunanistan ve Bulgaristan, Japonya ve Osmanlı İmparatorluğu mücadeleye girdi. Avrupa'da, Afrika'da, Falkland Adaları açıklarında ve Pasifik'te savaşlar sürüyordu.	Birinci Dünya Savaşı yeni bir tür savaştı; milyonlarca sıradan erkek, kadın ve çocuk arada kalmıştı. Hayatları asla hayal edemeyecekleri şekillerde değişti.			FALSE		false	TRUE	51012692	31798771	FALSE	FALSE					
	00:05		Destansı Savaşçı Kadınlar - Vikingler	Epic Warrior Women - Vikings	0	0	TRUE	65		Birleşik Krallık, 2018	United Kingdom	2018	Belgesel/ Tarih		Viking savaşçısı kadınların varlığına dair hiç fiziksel kanıtı yoktu, ancak İsveç'teki yeni bulgular, kadınların Viking Dönemindeki rolü hakkında yüzyıllar süren varsayımlara meydan okuyor.			FALSE		false	FALSE	50014928	31798772	FALSE	FALSE					
	01:10		Gizli Savaş	The Secret War	2	1	TRUE	60		İngiltere, belgesel dizisi, 2011	United Kingdom	2011	Belgesel/ Tarih	Hardy Amies ve Operasyon Ratweek. 1941- 42 boyunca Almanlar kazanıyordu. İngiliz SOE bu akışı değiştirmeyi çok arzuluyordu. Avrupa'da, Belçika da dahil olmak üzeri bir dizi suikast planlandı. Operasyonun kod adı:'Ratweek' idi.	Üçlü ajan Henri Dericourt ve Tombola Operasyonu hikayeleri de dahil, İkinci Dünya Savaşı sırasında İngiliz istihbaratının bilinmeyen suistimallerinden bazılarını keşfedin.			FALSE		false	FALSE	437131	31798773	FALSE	FALSE					
	02:10		Kaleler - Gücün Koruyucuları	Castles - Bastions of Power	1	1	TRUE	65		Almanya, iki bölümlük belgesel, 2019	Germany	2019	Belgesel/ Tarih	Avrupa Kalelerinin Duvarları Ardındaki Yaşam. Kaleler gücün koruyucularıydılar, ancak duvarlarının ardında nasıl bir yaşam vardı? Basit ahşap istihkamlardan en gösterişli müstahkem ve rezidanlara gelişimlerini takip ediyoruz.	Orta Çağı hiçbir şey kaleler gibi temsil edemez; bu kaleler ekonomi merkezleri, güçlendirilmiş evler ve sayısız çatışma sahalarıydılar. Bu güç koruyucularının duvarlarının ardında nasıl bir yaşam vardı ?		Martin Becker, Sabine Bier	FALSE		false	TRUE	51007395	31798774	FALSE	FALSE					
	03:15		Azteklerin Kayıp Piramitleri	Lost Pyramids of the Aztecs	2	1	TRUE	60		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Gezi	102. Arkeologlar, Mexico City'nin dışındaki bir yamaçta gömülü 100'den fazla antik iskeletin keşfini araştırıyor ve bir Aztek piramidinin kopyasını inşa etmek için deneylerini tamamlamayı başarıyor.	Bilgisayar görüntülemes ile yeni kazılara benzersiz erişim ve öncü bir deney kullanarak, arkeologlar Azteklerin kim olduklarını ve olağanüstü imparatorluklarını nasıl inşa ettiklerini bulmak için her zamankinden daha derine iniyorlar.			FALSE		true	TRUE	51011861	31798775	FALSE	FALSE					
	04:15		Nazi Savaş Makinesinin Sırları	Secrets of the Nazi War Machine	3	1	TRUE	50		Birleşik Krallık, realite dizisi, 2019	United Kingdom	2019	Belgesel/ Tarih/ Savaş	Denizaltılar. James Holland, denizaltı filosunu keşfediyor - tek kişilik topidolardan XXI Tipine - ve Hitler'in deniz savaşlarını anlama konusundaki başarısızlığının İkinci Dünya Savaşının neticesinde nasıl anahtar bir rol oynadığını ortaya çıkarıyor.	James Holland, Almanya'nın İkinci Dünya Savaşı sırasındaki savaş halini incelerr: hava, kara, deniz ve silahlar. Mühendisler ve ustalara, James'e, gezegin gördüğü en büyük savaş makinelerinden bazılarının restore edilmesinde yardımcı olacaktır.	James Holland	Ruth Mulcahy	FALSE		false	TRUE	51010853	31798776	FALSE	FALSE					
	05:05		II. Dünya Savaşı: Zafere Yarış	WWII: Race To Victory	2	1	TRUE	45		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Savaş	Kötü Bir İttifak. 7 Aralık 1941: Hawaii'deki Pearl Harbor'daki ABD deniz üssü, dört Amerikan savaş gemisini batıran, 188 uçağı yok eden ve 2.000'den fazla Amerikalıyı öldüren 350 Japon uçağı tarafından saldırıya uğrar.	İngiltere, Amerika Birleşik Devletleri ve Sovyetler Birliği arasındaki merkezi ittifak nasıl ve neden kuruldu? Bu müttefikler arasında zafere yarış ve savaş sonrası üstünlük mücadelesinin nasıl devam ettiğini gösteriyoruz.			FALSE		false	TRUE	51012088	31798777	FALSE	FALSE					
	05:50		Savaş Alanları	Battlefields	8	1	TRUE	60		Fransa, belgesel dizisi, 2019	France	2018	Belgesel/ Tarih	Provence Çıkarması. Overlord Operasyonu'yla aynı gün gerçekleşmesi planlanan 15 Ağustos 1944'teki Provence Çıkarması, Müttefiklerin Avrupa'yı tekrar ele geçirme girişimlerinden daha önemsiz değildir.	Bir savaşta yaşanan zafer ya da yenilginin nedenleri gizemli ve tartışmalıdır, bu dizi yirminci yüzyılın büyük çatışması etrafındaki gizemi örten perdeyi aralıyor.			FALSE		false	FALSE	50015453	31798778	FALSE	FALSE					
2021-03-17	06:50		Müzedeki Gizemler	Mysteries at the Museum	2	12	TRUE	45		Birleşik Krallık, belgesel dizisi, 2016	USA	2016	Belgesel/ Tarih	Kensington Rune Taşı ve Fazlası. Don Wildman, Amerika'nın ilk günlerine ışık tutabilecek bir taş tableti ve bir zamanlar, savaşta silahlı bir sefere çıkan ilk Amerikalı kadına ait olan bir tabancayı inceler.	Müzeler geçmişin muhteşem hazinelerini sergiler, her eserin ardında anlatılması gereken bir öykü ve sırlar bulunur - bunlar skandal, gizem, cinayet ve entrika dolu hikayelerdir.	Don Wildman		FALSE		false	TRUE	51007368	31798779	FALSE	FALSE					
	07:35		Tuhaf İcatlar	Wicked Inventions	8	2	TRUE	30		İngiltere, belgesel dizisi, 2016	UK	2016		208. Cankurtaran Sal - Titanik felaketiyle denizde güvenlik arasındaki bağlantı. Akü - bugünün aygıtlarının gücünü sağlayan araçların ardındaki heyecan verici bilim ekranlarınızda.	Seloteyple, hazır kahvenin ortak noktası ne olabilir? Ya da Kleenex ve GPS Konumlama aygıtının? Şaşırmaya hazırlıklı olun! Bu dizi, en sıradan araçların neden ve nasıl keşfedildiğini ele alıyor.			FALSE		false	FALSE	20301250	31834787	FALSE	FALSE					
	08:05		Tuhaf İcatlar	Wicked Inventions	5	2	TRUE	30		İngiltere, belgesel dizisi, 2016	UK	2016		205. Sunni Çim - uzayla bu gösterişli sentetik yüzey arasındaki bağlantı nedir? Elektro mıknatıs - gündelik kullandığımız araçları kontrol eden basit aygıtın arkasındaki bilim ekranda.	Seloteyple, hazır kahvenin ortak noktası ne olabilir? Ya da Kleenex ve GPS Konumlama aygıtının? Şaşırmaya hazırlıklı olun! Bu dizi, en sıradan araçların neden ve nasıl keşfedildiğini ele alıyor.			FALSE		false	FALSE	20301247	31834788	FALSE	FALSE					
	08:35		Talihsiz Hanedanlar	Cursed Bloodlines	4	1	TRUE	30		Kanada, belgesel dizisi, 2017	Canada	2017	Documentary/History	Ejderin Laneti. Sadece bir kaç filmde oynamış olan Bruce Lee popüler kültürün bir ikonu olarak saygı görür. Ama Lee, oğlu gibi aniden ve genç ölmüştür. Trajik kaderleri nasıl bu kadar benzerlik içerebilir?	Yüzyıllar boyu süregelen asilzadelerden, milyarder kodamanlara ve ekiplerine, 'Talihsiz Hanedanlar' gerçek yaşamda, nesiller boyu trajik olaylar yaşayan ailelerin tarihi anlarını ekranlara getiriyor.			FALSE		false	FALSE	50008163	31834789	FALSE	FALSE					
	09:05		Yasak Tarih	Forbidden History	2	5	TRUE	55		İngiltere, yapımı belgesel dizisi, 2017	United Kingdom	2018	Belgesel/ Tarih/ Din	Tarihi İsa'yı Ortaya Çıkarmak. Dünyanın en ünlü dini kişiliğinin hikayesinin ardındaki kanıtlanabilir tarihi gerçekler nelerdir? Jamie, İsa'nın gerçek hikayesini ortaya çıkarmak ve araştırmak için Kudüs'e yolculuk ediyor.	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	FALSE	50008019	31834790	FALSE	FALSE					
	10:00		Yasak Tarih	Forbidden History	3	5	TRUE	55		İngiltere, yapımı belgesel dizisi, 2017	United Kingdom	2018	Belgesel/ Tarih/ Din	Gerçek James Bond. Ian Fleming'in romanları tüm zamanların en başarılı filmlerinden birini yarattı, ama James Bond fikri nereden geldi? Bond dünyasının tam da bir kurgu olmadığı ortaya çıkar...	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	FALSE	50008020	31834791	FALSE	FALSE					
	10:55		Müze Gizemleri	Museum Secrets	3	3	TRUE	55		Birleşik Krallık, belgesel dizisi, 2013	United Kingdom	2013		Madrid, Palacio Real'in içinde. Hem müze hemde İspanya kraliyet ailesinin resmi sarayı olan Palacio Real, bir zamanlar İspanya'nın krallarının ve kraliçelerinin özel mülkiyetinde olan zırhları, sanat eserlerini ve hazineleri bünyesinde barındırır.	Yeri doldurulamaz hazinelerin hikayelerini ortaya koyarak, benzer efsaneleri inceleyerek ve bilinmezleri araştırmak için en son araştırma teknikleri ve teknolojileri kullanarak, sıradışı müzeleri ziyaret ediyoruz.			FALSE		false	FALSE	51007061	31834792	FALSE	FALSE					
	11:50		Mısır'ın Açıklanmamış Vakaları	Egypt's Unexplained Files	6	1	TRUE	55		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Mısır Dehası. Tıptan mühendisliğe, antik Mısır'ın devrimci atılımlarının arkasındaki beyin gücünü araştırıyoruz. Mısır kültürünün dehasıyla modern dünyayı biçimlendirdiğini ortaya çıkartıyoruz.	Eski Mısır, 3000 yıllık tarihi olan, dünyanın en büyük medeniyetlerinden biridir. Mısır'ın en kalıcı gizemlerinden bazılarını çözmek için teknolojinin en son mucizelerini derinlemesine araştırıyoruz.			FALSE		false	TRUE	50014525	31834793	FALSE	FALSE					
	12:45		Yükselen Pompei	Pompeii Rising	1	1	TRUE	65		Fransa, belgesel dizisi, 2019	France	2019	Belgesel/ Tarih	101. 2010 yılında Gladyatörler Kışlasının yıkılması neticesinde dünyanın dikkati Pompei'nin çürüyen koşullarına çevrildi; Avrupa Topluluğu ve İtalyan Hükümeti şehri kurtarmak için 105 milyon euroyu serbest bıraktı.	2018 yılında Pompei'de daha önce görülmemiş bir kurtarma operasyonu ve arkeolojik harekat başlatıldı; önde gelen uzmanlar, şehri vuran felaket ile ilgili yeni ip uçları bulabilmek için birlikye çalıştılar.	Massimo Osanna		FALSE		false	TRUE	51011178	31834794	FALSE	FALSE					
	13:50		Naziler'in Gizemli Cinayetleri	Nazi Murder Mysteries	2	1	TRUE	55		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Windsor Dükü. Windsor Dükünü, bir cinayet davasının sonucunu etkilemek ve Naziler'e ait parayı aklamak gibi yasa dışı finansal bir planın parçası olmakla suçlayan ısrarcı söylentilere odaklanıyoruz.	Korkunç Nazi cinayet vakalarına göz atıyoruz. Uzman röportajları ve dramatik canlandırmaları bir araya getiren her bölüm, bildiğinizi düşündüğünüz tarihin belli bir dönemine farklı bir yerden bakıyor.			FALSE		false	TRUE	50009215	31834795	FALSE	FALSE					
	14:45		Kaleler - Gücün Koruyucuları	Castles - Bastions of Power	2	1	TRUE	65		Almanya, iki bölümlük belgesel, 2019	Germany	2019	Belgesel/ Tarih	Kapıdaki Düşman. Londra'daki Beyaz Kule'den Normandiya'daki Galliard Şatosuna ve Avrupa'nın son hırsız şovalyelerinin kalesine giderken, kalelerin 11. yüzyıldan 16. yüzyıla kadarki askeri işlevlerini inceliyoruz.	Orta Çağı hiçbir şey kaleler gibi temsil edemez; bu kaleler ekonomi merkezleri, güçlendirilmiş evler ve sayısız çatışma sahalarıydılar. Bu güç koruyucularının duvarlarının ardında nasıl bir yaşam vardı ?		Martin Becker, Sabine Bier	FALSE		true	TRUE	51007396	31834796	FALSE	FALSE					
	15:50		Keltler: Kan, Demir ve Kurban	The Celts: Blood, Iron And Sacrifice	1	1	TRUE	70		İngiltere, belgesel dizisi, 2015	Germany	2015		101. Orta Avrupa Alplerindeki Keltlerin kökenleri ekranlarınıza geliyor.İmparatorluk şehrini dehşet içinde bırakan Roma'nın kuzeyindeki savaşta, Romalılarla yaşanan ilk teması tekrar yaşayın.	Keltler ve Romalılar arasındaki mücadelenin mirasının bugünkü dünyayı nasıl şekillendirdiğine tanık olun, Avrupa'nın en tarihi ve en esrarengiz halklarını keşfedin.			FALSE		false	FALSE	50000731	31834797	FALSE	FALSE					
	17:00		Nazi Savaş Makinesinin Sırları	Secrets of the Nazi War Machine	4	1	TRUE	60		Birleşik Krallık, realite dizisi, 2019	United Kingdom	2019	Belgesel/ Tarih/ Savaş	Silahlar. Luger'lerden MG42 makineli tüfeklere ve Pak40 anti tank topuna, James Holland Alman silahlarının ardındaki mühendisliğin, uzun soluklu yıpratıcı bir savaş yürütmek için nasıl hiç de uygun olmadığını ortaya çıkarıyor.	James Holland, Almanya'nın İkinci Dünya Savaşı sırasındaki savaş halini incelerr: hava, kara, deniz ve silahlar. Mühendisler ve ustalara, James'e, gezegin gördüğü en büyük savaş makinelerinden bazılarının restore edilmesinde yardımcı olacaktır.	James Holland	Ruth Mulcahy	FALSE		true	TRUE	51010854	31834798	FALSE	FALSE					
	18:00		II. Dünya Savaşı: Zafere Yarış	WWII: Race To Victory	3	1	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Savaş	Ne Pahasına Olursa Olsun Zafer. 13 Nisan 1943: 4.000'den fazla Polonyalı subayın cesedi Alman kuvvetleri tarafından bulundu; şimdi onların Sovyetler Birliği'nin 1939'da Polonya'yı acımasızca ele geçirmesinin kurbanları olduklarını biliyoruz.	İngiltere, Amerika Birleşik Devletleri ve Sovyetler Birliği arasındaki merkezi ittifak nasıl ve neden kuruldu? Bu müttefikler arasında zafere yarış ve savaş sonrası üstünlük mücadelesinin nasıl devam ettiğini gösteriyoruz.			FALSE		false	TRUE	51012089	31834799	FALSE	FALSE					
	18:55		Savaş Alanları	Battlefields	9	1	TRUE	70		Fransa, belgesel dizisi, 2019	France	2018	Belgesel/ Tarih	Cherbourg ve Hitler. Normandiya çıkarmasının ardından Cherbourg Savaşı hayati bir operasyon oldu. 25 Haziran'daki kara, deniz ve hava saldırısı, Müttefiklerin çıkarmasından bu yana ilk büyük zaferi oldu.	Bir savaşta yaşanan zafer ya da yenilginin nedenleri gizemli ve tartışmalıdır, bu dizi yirminci yüzyılın büyük çatışması etrafındaki gizemi örten perdeyi aralıyor.			FALSE		false	FALSE	50015454	31798791	FALSE	FALSE					
	20:05		Müze Gizemleri	Museum Secrets	4	3	TRUE	55		Birleşik Krallık, belgesel dizisi, 2013	United Kingdom	2013		Floransa, Uffizi Gallery İçinde. Her yıl bir buçuk milyon insan tarafından ziyaret edilen Ufizzi, barındırdığı resimler ve Rönesansın büyük ustalarının heykeleri ile batı dünyasının en eski sanat müzelerinden biridir.	Yeri doldurulamaz hazinelerin hikayelerini ortaya koyarak, benzer efsaneleri inceleyerek ve bilinmezleri araştırmak için en son araştırma teknikleri ve teknolojileri kullanarak, sıradışı müzeleri ziyaret ediyoruz.			FALSE		false	FALSE	51007062	31798792	FALSE	FALSE					
	21:00		Ön Cepheler	WWII: Frontlines	6	1	TRUE	65		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Savaş	Bastogne. Aralık 1944: korkunç bir kışın pençesinde olan Avrupa'da Hitler'in Panzerleri Arden ormanında Müttefiklerin ön cephesine yapılan saldırıya öncülük eder; amaç cepheyi yarıp Antwerp limanını tekrar ele geçirmektir.	Kuzey Afrika'dan Kuzey Avrupa'ya ve Akdeniz'den Pasifik'e II. Dünya Savaşında ön cephede savaşan askerlerin maruz kaldıkları koşulların devasa çeşitliliğini inceliyoruz.			FALSE		false	FALSE	51010559	31798793	FALSE	FALSE					
	22:05		Mısır'ın Açıklanmamış Vakaları	Egypt's Unexplained Files	7	1	TRUE	55		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Alçaklıklar ve Ahlak Bozukluğu. Mısır'ın karanlık yüzüne, 5000 yaşındaki bir cinayet, uyuşturucu dolu sefahat, Mısırlılar'ın en büyük tabu olan yamyamlık tabusunu kırdıklarını düşündüren kanıtlarla ışık tutuyoruz.	Eski Mısır, 3000 yıllık tarihi olan, dünyanın en büyük medeniyetlerinden biridir. Mısır'ın en kalıcı gizemlerinden bazılarını çözmek için teknolojinin en son mucizelerini derinlemesine araştırıyoruz.			FALSE		false	TRUE	50014526	31798794	FALSE	FALSE					
	23:00	PREMIERE	Büyük Savaş Günlükleri	Great War Diaries	3	1	TRUE	65		Almanya, belgesel dizisi, 2014	Germany	2014	Belgesel/ Tarih/ Savaş	Istırap. Savaşın başlangıcındaki savaş şarkıları yerini acı çığlıklarına bıraktı, yaralı sayısı her gün arttı ve doktorlar ve hemşireler kendilerini hazırlıklı olmadıkları koşullarda çalışırken buldular.	Birinci Dünya Savaşı yeni bir tür savaştı; milyonlarca sıradan erkek, kadın ve çocuk arada kalmıştı. Hayatları asla hayal edemeyecekleri şekillerde değişti.			FALSE		false	TRUE	51012693	31798795	FALSE	FALSE					
	00:05		Atilla'nın Ayak İzinde: Hunların Kralı	In the Footsteps of Attila: King of the Huns	1	1	TRUE	50		Fransa, belgesel dizisi, 2020	France	2020	Belgesel/ Tarih/ Arkeoloji	101	2014'ten bu yana arkeologlar Kazakistan'da bir sahada gömülü hazineleri gün yüzüne çıkardılar; Orta Asyanın köşesinde gizlenmiş bu buluntular ile acabe Atilla ve Hunların gizemi çözülebilecekmidir?		Laurent Portes	FALSE		false	TRUE	51011810	31798796	FALSE	FALSE					
	00:55		Gizli Savaş	The Secret War	3	1	TRUE	65		İngiltere, belgesel dizisi, 2011	United Kingdom	2011	Belgesel/ Tarih	Mafya Bağlantısı. Charles 'Lucky' Luciano modern organize suçun babasıydı. 1936'da 50 sene hapis cezası aldı ancak ABD ordusuyla işbirliği yaptığından sadece 10 yıl yattı.	Üçlü ajan Henri Dericourt ve Tombola Operasyonu hikayeleri de dahil, İkinci Dünya Savaşı sırasında İngiliz istihbaratının bilinmeyen suistimallerinden bazılarını keşfedin.			FALSE		false	FALSE	437132	31798797	FALSE	FALSE					
	02:00		Kaleler - Gücün Koruyucuları	Castles - Bastions of Power	2	1	TRUE	65		Almanya, iki bölümlük belgesel, 2019	Germany	2019	Belgesel/ Tarih	Kapıdaki Düşman. Londra'daki Beyaz Kule'den Normandiya'daki Galliard Şatosuna ve Avrupa'nın son hırsız şovalyelerinin kalesine giderken, kalelerin 11. yüzyıldan 16. yüzyıla kadarki askeri işlevlerini inceliyoruz.	Orta Çağı hiçbir şey kaleler gibi temsil edemez; bu kaleler ekonomi merkezleri, güçlendirilmiş evler ve sayısız çatışma sahalarıydılar. Bu güç koruyucularının duvarlarının ardında nasıl bir yaşam vardı ?		Martin Becker, Sabine Bier	FALSE		true	TRUE	51007396	31798798	FALSE	FALSE					
	03:05		Keltler: Kan, Demir ve Kurban	The Celts: Blood, Iron And Sacrifice	1	1	TRUE	65		İngiltere, belgesel dizisi, 2015	Germany	2015		101. Orta Avrupa Alplerindeki Keltlerin kökenleri ekranlarınıza geliyor.İmparatorluk şehrini dehşet içinde bırakan Roma'nın kuzeyindeki savaşta, Romalılarla yaşanan ilk teması tekrar yaşayın.	Keltler ve Romalılar arasındaki mücadelenin mirasının bugünkü dünyayı nasıl şekillendirdiğine tanık olun, Avrupa'nın en tarihi ve en esrarengiz halklarını keşfedin.			FALSE		false	FALSE	50000731	31798799	FALSE	FALSE					
